"index";"Company";"TypeName";"Inches";"screen_size";"Resolution_width";"Resolution_height";"IPS_panel";"Touchscreen";"Cpu_brand";"Cpu_name";"Cpu_speed";"Ram";"Memory_type";"Primary_storage";"secondary_storage";"gpu_brand";"gpu_name";"OpSys";"Weight";"Price";"ppi"
623;"Lenovo";"Notebook";14.0;"medium";1366;768;0;0;"Intel";"Celeron Dual";"1.60";4;"Flash Storage";"32";"0";"Intel";" HD Graphics";"window";1.43;44702;112
624;"HP";"Notebook";15.6;"medium";1920;1080;1;0;"AMD";"A9-Series A9-9420";"3.00";6;"SSD";"256";"0";"AMD";" Radeon 530";"window";1.95;32980;141
625;"Acer";"Ultrabook";14.0;"medium";1920;1080;1;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" Graphics 620";"window";1.8;126274;157
626;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";2.3;292987;141
627;"Dell";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Core i5";"2.80";8;"SSD";"256";"0";"Nvidia";" GeForce 930MX";"linux";1.64;33886;157
628;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"1.60";4;"HDD";"500";"0";"Intel";" HD Graphics 620";"window";2.05;111835;141
629;"Razer";"Gaming";14.0;"medium";1920;1080;0;0;"Intel";"Core i7";"2.80";16;"SSD";"256";"0";"Nvidia";" GeForce GTX 1060";"window";1.95;27652;157
630;"Mediacom";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Atom x5-Z8350";"1.44";4;"SSD";"32";"0";"Intel";" HD Graphics";"window";1.4;154459;157
631;"Toshiba";"Notebook";13.3;"small";1920;1080;0;0;"Intel";"Core i5";"2.30";8;"SSD";"256";"0";"Intel";" HD Graphics 520";"window";1.2;63190;166
632;"Toshiba";"Ultrabook";14.0;"medium";1920;1080;0;1;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";" HD Graphics 620";"window";1.24;31004;157
633;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Intel";" HD Graphics 620";"linux";1.98;87912;141
634;"Lenovo";"Gaming";17.3;"large";1920;1080;1;0;"Intel";"Core i7";"2.70";32;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1070";"window";4.6;191211;127
635;"Lenovo";"Ultrabook";12.5;"small";1920;1080;1;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.36;147832;176
636;"Asus";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Celeron Dual";"1.10";4;"Flash Storage";"32";"0";"Intel";" HD Graphics 500";"window";1.5;125208;157
637;"Asus";"Gaming";17.3;"large";1920;1080;1;0;"Intel";"Core i7";"2.70";32;"SSD";"512";"0";"Nvidia";" GeForce GTX 1080";"window";3.8;128884;127
638;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.60";16;"SSD";"512";"0";"Intel";" HD Graphics 620";"window";1.93;93986;141
639;"Acer";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Nvidia";" GeForce GTX 1050";"linux";2.4;35644;141
640;"Lenovo";"Notebook";14.0;"medium";1920;1080;1;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";" GeForce 920MX";"window";1.87;17316;157
641;"HP";"Notebook";15.6;"medium";1920;1080;0;0;"AMD";"A9-Series 9420";"3.00";4;"HDD";"1024";"0";"AMD";" Radeon 520";"window";2.1;31435;141
642;"HP";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i3";"2.00";6;"HDD";"1024";"0";"AMD";" Radeon R5 M430";"window";2.04;95851;141
643;"Acer";"Gaming";17.3;"large";1920;1080;1;0;"Intel";"Core i7";"2.60";16;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 1060";"window";4.2;163724;127
644;"Dell";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.50";12;"HDD";"1024";"0";"Intel";" HD Graphics 620";"window";2.25;48485;100
645;"HP";"Notebook";15.6;"medium";1920;1080;0;0;"AMD";"A9-Series A9-9420";"3.00";6;"Hybrid";"128";"1024";"AMD";" Radeon 520";"window";2.1;38041;141
646;"MSI";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 1060";"window";2.7;99634;127
647;"Acer";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.50";4;"HDD";"500";"0";"Intel";" HD Graphics 620";"window";2.4;39374;100
648;"Toshiba";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.10";4;"SSD";"128";"0";"Intel";" HD Graphics 520";"window";2.1;32767;100
649;"Lenovo";"Notebook";13.3;"small";1920;1080;1;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.44;54665;166
650;"HP";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.70";8;"HDD";"1024";"0";"AMD";" Radeon 530";"window";2.1;121319;141
651;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.70";4;"HDD";"1024";"0";"Intel";" HD Graphics 620";"window";1.85;78215;141
652;"Toshiba";"Notebook";15.6;"medium";1920;1080;1;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";2.0;15931;141
653;"HP";"Workstation";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.80";16;"SSD";"256";"0";"Nvidia";" Quadro M2200";"window";2.6;101179;141
654;"Acer";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.00";4;"SSD";"128";"0";"Intel";" HD Graphics 520";"linux";2.1;46087;100
655;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;0;1;"Intel";"Core i5";"1.60";8;"HDD";"1024";"0";"Intel";" UHD Graphics 620";"window";1.55;17529;166
656;"Dell";"Ultrabook";13.3;"small";1920;1080;0;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";" UHD Graphics 620";"window";1.2;101392;166
657;"Microsoft";"Ultrabook";13.5;"small";2256;1504;0;1;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Intel";" Iris Plus Graphics 640";"window";1.25;41931;201
658;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.60";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.9;50350;141
659;"MSI";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1060";"window";1.8;68145;141
660;"MSI";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 1050 Ti";"window";2.2;122491;141
661;"Acer";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";" HD Graphics 520";"window";2.4;23923;100
662;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"Hybrid";"128";"1024";"AMD";" Radeon R5 M430";"window";1.9;36486;141
663;"Lenovo";"Notebook";15.6;"medium";1366;768;0;0;"AMD";"A6-Series 7310";"2.00";4;"HDD";"500";"0";"AMD";" Radeon R4";"window";2.19;100752;100
664;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.70";8;"Hybrid";"128";"1024";"Nvidia";" GeForce 940MX";"window";2.0;58022;141
665;"HP";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";" HD Graphics 520";"N/A";1.86;87859;100
666;"Lenovo";"2 in 1 Convertible";13.3;"small";1920;1080;1;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.3;18541;166
667;"Dell";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.00";8;"SSD";"256";"0";"Intel";" HD Graphics 520";"window";2.0;136344;100
668;"Mediacom";"Notebook";14.0;"medium";1920;1200;1;0;"Intel";"Atom Z8350";"1.92";4;"HDD";"32";"0";"Intel";" HD Graphics 400";"window";1.4;53227;162
669;"Lenovo";"Notebook";35.6;"large";1366;768;0;0;"AMD";"E-Series E2-9000";"2.20";4;"SSD";"128";"0";"AMD";" Radeon R2 Graphics";"window";2.2;109171;44
670;"HP";"Notebook";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Nvidia";" GeForce 930MX";"window";2.63;34579;127
671;"HP";"2 in 1 Convertible";14.0;"medium";1920;1080;1;1;"Intel";"Core i3";"2.40";4;"SSD";"128";"0";"Nvidia";" GeForce 940MX";"window";1.63;35644;157
672;"Toshiba";"Notebook";15.6;"medium";1920;1080;1;0;"Intel";"Core i5";"2.50";8;"HDD";"500";"0";"Intel";" HD Graphics 620";"window";2.0;122491;141
673;"Toshiba";"Notebook";14.0;"medium";1920;1080;1;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.25;104588;157
674;"Lenovo";"2 in 1 Convertible";14.0;"medium";1920;1080;0;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.7;24988;157
675;"Lenovo";"Workstation";15.6;"medium";3840;2160;1;0;"Intel";"Core i7";"2.80";16;"SSD";"1024";"0";"Nvidia";" Quadro M520M";"window";2.5;19660;282
676;"Lenovo";"Ultrabook";14.0;"medium";2560;1440;1;0;"Intel";"Core i7";"2.50";64;"SSD";"512";"0";"Intel";" HD Graphics 520";"window";1.17;111835;210
677;"MSI";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1050";"window";2.4;79014;141
678;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"AMD";" Radeon 530";"window";6.2;45323;141
679;"Acer";"Notebook";14.0;"medium";1366;768;0;0;"Intel";"Celeron Dual";"1.60";2;"Flash Storage";"32";"0";"Intel";" HD Graphics 400";"chromeOS";1.68;19128;112
680;"Asus";"Ultrabook";14.0;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.1;52481;157
681;"HP";"2 in 1 Convertible";13.3;"small";1366;768;1;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.58;95851;118
682;"Samsung";"Ultrabook";13.3;"small";1920;1080;0;0;"Intel";"Core i7";"2.70";16;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";0.81;71342;166
683;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"1.80";16;"Hybrid";"256";"2048";"AMD";" Radeon 530";"window";2.2;42038;141
684;"Dell";"Notebook";14.0;"medium";1366;768;0;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.6;71875;112
685;"HP";"Workstation";17.3;"large";1920;1080;1;0;"Intel";"Xeon E3-1535M";"2.90";16;"SSD";"256";"0";"Nvidia";" Quadro M2000M";"window";3.0;101179;127
686;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;1;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.32;10811;157
687;"HP";"2 in 1 Convertible";11.6;"small";1366;768;0;1;"Intel";"Celeron Dual";"1.10";8;"Flash Storage";"64";"0";"Intel";" HD Graphics 500";"chromeOS";1.4;64202;135
688;"Lenovo";"Gaming";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.60";8;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 960";"window";3.31;68465;141
689;"Lenovo";"Netbook";11.6;"small";1366;768;0;1;"Intel";"Celeron Dual";"1.60";4;"SSD";"128";"0";"Intel";" HD Graphics 400";"window";1.4;24280;135
690;"LG";"Ultrabook";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"1.80";8;"SSD";"512";"0";"Intel";" HD Graphics 620";"window";1.09;165168;141
691;"Dell";"Gaming";17.3;"large";3840;2160;0;0;"Intel";"Core i7";"2.80";32;"Hybrid";"1024";"1024";"Nvidia";" GeForce GTX 1070";"window";4.36;104962;255
692;"HP";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.40";8;"SSD";"256";"0";"Intel";" HD Graphics 520";"window";1.84;72988;141
693;"Dell";"Gaming";17.3;"large";3840;2160;1;0;"Intel";"Core i7";"2.80";32;"Hybrid";"512";"1024";"Nvidia";" GeForce GTX 1070";"window";4.42;42038;255
694;"Acer";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";16;"SSD";"256";"0";"Nvidia";" GeForce GTX 1050 Ti";"window";2.5;51096;141
695;"MSI";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 1050 Ti";"window";2.7;15824;127
696;"Asus";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.30";4;"HDD";"1024";"0";"Nvidia";" GeForce GTX 950M";"N/A";2.45;54186;100
697;"Dell";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Core i5";"2.40";8;"SSD";"256";"0";"Intel";" HD Graphics 520";"window";1.56;54292;157
698;"MSI";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";" GeForce GTX 1050";"window";2.2;62071;141
699;"Asus";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i7";"2.70";4;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";2.37;119347;100
700;"Lenovo";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.50";4;"HDD";"1024";"0";"Intel";" HD Graphics 620";"N/A";1.9;20193;100
701;"Lenovo";"2 in 1 Convertible";13.3;"small";3200;1800;1;1;"Intel";"Core i5";"1.80";8;"SSD";"256";"0";"Intel";" HD Graphics 540";"window";1.3;26587;276
702;"Lenovo";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Celeron Dual";"1.10";4;"HDD";"500";"0";"Intel";" HD Graphics 500";"window";2.2;46940;100
703;"Asus";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Celeron Dual";"1.10";4;"SSD";"128";"0";"Intel";" HD Graphics 500";"window";1.86;48485;100
704;"HP";"Notebook";15.6;"medium";1920;1080;1;0;"Intel";"Core i5";"2.50";8;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 1050";"window";2.2;67399;141
705;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;0;1;"Intel";"Core i3";"2.40";4;"HDD";"1024";"0";"Intel";" HD Graphics 620";"window";1.71;58342;166
706;"Dell";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";16;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 1060";"window";3.21;51149;141
707;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.30";4;"HDD";"500";"0";"Intel";" HD Graphics 520";"window";2.2;124142;141
708;"HP";"Workstation";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.60";8;"SSD";"256";"0";"Nvidia";" Quadro M1000M";"window";2.59;85195;141
709;"HP";"Notebook";17.3;"large";1920;1080;1;0;"Intel";"Core i3";"2.00";4;"SSD";"256";"0";"AMD";" Radeon R5 520";"window";2.5;15931;127
710;"Dell";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"AMD";" Radeon R7 M445";"linux";2.32;74539;100
711;"Dell";"Gaming";15.6;"medium";3840;2160;1;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1070";"window";4.42;103896;282
712;"Lenovo";"2 in 1 Convertible";13.3;"small";1920;1080;1;1;"Intel";"Core i7";"1.80";8;"SSD";"512";"0";"Intel";" UHD Graphics 620";"window";1.19;71875;166
713;"Acer";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.50";4;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";2.1;43157;100
714;"Dell";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.90";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1070";"window";3.49;59669;141
715;"HP";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.50";4;"HDD";"500";"0";"AMD";" Radeon 520";"window";1.86;90523;100
716;"Razer";"Ultrabook";12.5;"small";3840;2160;1;1;"Intel";"Core i7";"2.50";16;"SSD";"512";"0";"Intel";" HD Graphics 620";"window";1.29;36496;352
717;"Lenovo";"Gaming";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 1050";"window";2.5;48059;141
718;"Dell";"Ultrabook";12.5;"small";1920;1080;0;0;"Intel";"Core i7";"2.80";16;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.18;71875;176
719;"MSI";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 1050";"window";2.2;95851;141
720;"Dell";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"AMD";" Radeon R5 M430";"window";2.2;39374;100
721;"HP";"Netbook";11.6;"small";1366;768;0;0;"Intel";"Celeron Dual";"1.60";4;"Flash Storage";"16";"0";"Intel";" HD Graphics 400";"chromeOS";1.23;69104;135
722;"Lenovo";"Gaming";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.80";4;"HDD";"1024";"0";"Nvidia";" GeForce GTX 1050";"window";2.4;94732;141
723;"Google";"Ultrabook";12.3;"small";2400;1600;0;1;"Intel";"Core i5";"1.20";8;"SSD";"256";"0";"Intel";" HD Graphics 615";"chromeOS";1.1;141139;235
724;"Dell";"Gaming";17.3;"large";1920;1080;1;0;"Intel";"Core i7";"2.80";16;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 1060";"window";4.36;110018;127
725;"HP";"Notebook";17.3;"large";1920;1080;1;0;"AMD";"A10-Series 9600P";"2.40";6;"HDD";"2048";"0";"AMD";" Radeon R7 M440";"window";2.65;97236;127
726;"Dell";"Notebook";14.0;"medium";1366;768;0;0;"Intel";"Core i5";"2.30";4;"HDD";"500";"0";"Intel";" HD Graphics 520";"window";1.76;78588;112
727;"Asus";"Ultrabook";13.3;"small";3200;1800;1;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.2;56210;276
728;"Acer";"Gaming";17.3;"large";1920;1080;1;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1060";"window";4.2;38889;127
729;"Lenovo";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";" HD Graphics 520";"window";2.1;25521;100
730;"Dell";"Notebook";13.3;"small";1366;768;0;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";" HD Graphics 520";"window";1.65;49497;118
731;"Toshiba";"Ultrabook";14.0;"medium";1366;768;0;0;"Intel";"Core i5";"2.50";4;"SSD";"128";"0";"Intel";" HD Graphics 620";"window";1.25;87912;112
732;"Lenovo";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Celeron Dual";"1.60";4;"HDD";"500";"0";"Intel";" HD Graphics 510";"window";2.1;73953;100
733;"Dell";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";" GeForce GTX 1050";"window";2.62;62071;141
734;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;1;0;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"Intel";" HD Graphics 620";"window";1.13;58555;157
735;"Acer";"Notebook";13.3;"small";1366;768;0;0;"Intel";"Core i5";"2.30";4;"SSD";"128";"0";"Intel";" HD Graphics 520";"window";1.6;79867;118
736;"MSI";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";" GeForce GTX 1050";"window";2.4;37725;141
737;"Asus";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX1060";"window";2.24;93187;141
738;"Acer";"Notebook";14.0;"medium";1366;768;0;0;"Intel";"Celeron Dual";"1.60";4;"Flash Storage";"32";"0";"Intel";" HD Graphics 510";"chromeOS";1.45;61219;112
739;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;1;0;"Intel";"Core i5";"2.50";8;"Flash Storage";"256";"0";"Intel";" HD Graphics 620";"window";1.13;16464;157
740;"Vero";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Celeron Dual";"1.10";4;"Flash Storage";"32";"0";"Intel";" HD Graphics 500";"window";1.22;84129;157
741;"Asus";"Notebook";17.3;"large";1366;768;0;0;"Intel";"Pentium Quad";"1.10";4;"HDD";"1024";"0";"Nvidia";" GeForce 920MX";"window";2.8;39161;91
742;"Toshiba";"Notebook";14.0;"medium";1366;768;0;0;"Intel";"Pentium Dual";"2.10";4;"SSD";"128";"0";"Intel";" HD Graphics 510";"window";1.75;15393;112
743;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";4;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.7;95851;157
744;"Lenovo";"2 in 1 Convertible";13.3;"small";1920;1080;1;1;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"Intel";" HD Graphics 620";"window";1.37;39640;166
745;"Dell";"Gaming";15.6;"medium";3840;2160;1;1;"Intel";"Core i7";"2.60";16;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 960M";"window";2.72;58874;282
746;"Asus";"2 in 1 Convertible";13.3;"small";1920;1080;0;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.1;88924;166
747;"Samsung";"Ultrabook";13.3;"small";1920;1080;0;1;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.31;98515;166
748;"Lenovo";"2 in 1 Convertible";15.6;"medium";1920;1080;0;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"AMD";" Radeon R7 M460";"window";2.08;29762;141
749;"Dell";"Notebook";14.0;"medium";1366;768;0;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";" HD Graphics 520";"window";1.76;74006;112
750;"Acer";"Netbook";11.6;"small";1366;768;1;0;"Intel";"Celeron Dual";"1.60";4;"Flash Storage";"32";"0";"Intel";" HD Graphics 400";"chromeOS";1.35;63883;135
751;"Acer";"Notebook";14.0;"medium";1920;1080;1;0;"Intel";"Core i3";"2.40";8;"SSD";"128";"0";"Intel";" HD Graphics 620";"window";1.5;90043;157
752;"Apple";"Ultrabook";12.0;"small";2304;1440;1;0;"Intel";"Core M";"1.20";8;"Flash Storage";"512";"0";"Intel";" HD Graphics 5300";"macos";0.92;146946;226
753;"Razer";"Gaming";17.3;"large";3840;2160;0;1;"Intel";"Core i7";"2.90";32;"SSD";"512";"0";"Nvidia";" GeForce GTX 1080";"window";3.49;74539;255
754;"Lenovo";"Ultrabook";14.0;"medium";2560;1440;1;0;"Intel";"Core i7";"2.60";16;"SSD";"512";"0";"Intel";" HD Graphics 520";"window";1.1;21258;210
755;"Asus";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";4;"HDD";"1024";"0";"Nvidia";" GeForce 920";"linux";2.1;28238;141
756;"Lenovo";"2 in 1 Convertible";14.0;"medium";2560;1440;1;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.42;49817;210
757;"Dell";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"AMD";" Radeon R5 M420X";"window";2.18;48618;100
758;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Core i5";"2.30";8;"SSD";"256";"0";"Intel";" HD Graphics 520";"window";1.7;32714;157
759;"Asus";"Notebook";14.0;"medium";1366;768;0;0;"Intel";"Celeron Dual";"1.10";4;"Flash Storage";"32";"0";"Intel";" HD Graphics 500";"window";1.63;32980;112
760;"HP";"Workstation";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.80";8;"HDD";"500";"0";"Nvidia";" Quadro M1200";"window";3.14;44702;127
761;"Lenovo";"Notebook";14.0;"medium";1920;1080;1;0;"Intel";"Core i5";"2.60";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.32;59620;157
762;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.60";8;"HDD";"500";"0";"Intel";" HD Graphics 620";"window";1.9;49817;141
763;"Lenovo";"2 in 1 Convertible";14.0;"medium";2560;1440;0;1;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.42;69211;210
764;"Dell";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.50";8;"SSD";"128";"0";"Intel";" HD Graphics 620";"window";1.95;53227;100
765;"Toshiba";"Notebook";13.3;"small";1920;1080;1;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.5;107258;166
766;"Dell";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1070";"window";3.21;78439;141
767;"Acer";"Netbook";11.6;"small";1366;768;0;0;"Intel";"Celeron Dual";"1.60";4;"Flash Storage";"32";"0";"Intel";" HD Graphics";"window";1.4;90576;135
768;"Lenovo";"2 in 1 Convertible";13.9;"small";1920;1080;1;1;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.38;47952;158
769;"Lenovo";"2 in 1 Convertible";14.0;"medium";1920;1080;0;1;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";" HD Graphics 620";"window";1.38;36497;157
770;"Dell";"2 in 1 Convertible";13.3;"small";3200;1800;0;1;"Intel";"Core i7";"1.30";8;"SSD";"512";"0";"Intel";" HD Graphics 615";"window";1.24;71875;276
771;"Asus";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1070";"window";2.9;61272;127
772;"Asus";"2 in 1 Convertible";12.5;"small";1920;1080;0;1;"Intel";"Core M";"0.90";4;"Flash Storage";"64";"0";"Intel";" HD Graphics 515";"chromeOS";1.2;51841;176
773;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i3";"2.00";8;"SSD";"256";"0";"AMD";" Radeon R5 M420X";"window";2.0;71875;141
774;"Toshiba";"Ultrabook";13.3;"small";1920;1080;0;1;"Intel";"Core i7";"2.50";16;"SSD";"512";"0";"Intel";" HD Graphics 520";"window";1.36;20246;166
